z_init;mu_z0;mu_z1;seed;d;sdmu;n_small;n_large;Csurv;Bsurv;Cfec;Bfec;baseline_mortality;s_small;s_large;p_large;n_patches;time;z_small;varz_small;z_large;varz_large;n;freq_largefile
0;0.01;0.01;2160369745;0.5;0.01;5;5;0;0;1;13.2637;0.270526;0.2;0.9;0.181818;500;100000;0.000751089;0.000447079;0.000245884;0.00192013;2500;0.196./sim_patch_size_25_01_2024_213940_119
0;0.01;0.01;4282020794;0.5;0.01;5;5;0;0;1;14;0.270526;0.2;0.9;0.181818;500;100000;0.000739777;0.000488725;0.000326052;0.000374301;2500;0.198./sim_patch_size_25_01_2024_213940_120
0;0.01;0.01;1706873825;0.5;0.01;5;5;0;0;1;0.01;0.322632;0.2;0.9;0.181818;500;100000;-0.00152213;0.000657544;-0.00032066;0.000270908;2500;0.178./sim_patch_size_25_01_2024_213940_121
0;0.01;0.01;994265037;0.5;0.01;5;5;0;0;1;0.746316;0.322632;0.2;0.9;0.181818;500;100000;-0.00198313;0.000339934;-0.00016942;0.000328765;2500;0.17./sim_patch_size_25_01_2024_213940_122
0;0.01;0.01;177691360;0.5;0.01;5;5;0;0;1;1.48263;0.322632;0.2;0.9;0.181818;500;100000;-0.000957943;0.250167;0.000450859;0.0822318;2500;0.194./sim_patch_size_25_01_2024_213940_123
0;0.01;0.01;2336133545;0.5;0.01;5;5;0;0;1;2.21895;0.322632;0.2;0.9;0.181818;500;100000;-0.000440752;0.000425745;0.000938796;0.000825828;2500;0.178./sim_patch_size_25_01_2024_213940_124
0;0.01;0.01;1825100251;0.5;0.01;5;5;0;0;1;2.95526;0.322632;0.2;0.9;0.181818;500;100000;-0.000323047;0.00020204;0.0010799;0.000363602;2500;0.188./sim_patch_size_25_01_2024_213940_125
0;0.01;0.01;2761729645;0.5;0.01;5;5;0;0;1;3.69158;0.322632;0.2;0.9;0.181818;500;100000;-0.000637117;0.00023598;0.000835359;0.000966151;2500;0.176./sim_patch_size_25_01_2024_213940_126
0;0.01;0.01;1795920366;0.5;0.01;5;5;0;0;1;4.42789;0.322632;0.2;0.9;0.181818;500;100000;-0.000244725;0.000259501;8.63878e-05;0.000604866;2500;0.176./sim_patch_size_25_01_2024_213940_127
0;0.01;0.01;2247797644;0.5;0.01;5;5;0;0;1;5.16421;0.322632;0.2;0.9;0.181818;500;100000;0.000361057;0.000561073;0.000208994;0.000393634;2500;0.2./sim_patch_size_25_01_2024_213940_128
0;0.01;0.01;3097370507;0.5;0.01;5;5;0;0;1;5.90053;0.322632;0.2;0.9;0.181818;500;100000;0.0004979;0.00138449;0.000208066;0.00157537;2500;0.164./sim_patch_size_25_01_2024_213940_129
0;0.01;0.01;1264893845;0.5;0.01;5;5;0;0;1;6.63684;0.322632;0.2;0.9;0.181818;500;100000;0.00068951;0.00384757;0.000211383;0.001495;2500;0.226./sim_patch_size_25_01_2024_213940_130
0;0.01;0.01;206852438;0.5;0.01;5;5;0;0;1;7.37316;0.322632;0.2;0.9;0.181818;500;100000;0.000761785;0.000379534;0.00015709;0.00139772;2500;0.226./sim_patch_size_25_01_2024_213940_131
0;0.01;0.01;2062073844;0.5;0.01;5;5;0;0;1;8.10947;0.322632;0.2;0.9;0.181818;500;100000;0.000799212;0.000348251;0.000129998;0.000933852;2500;0.188./sim_patch_size_25_01_2024_213940_132
0;0.01;0.01;4088191046;0.5;0.01;5;5;0;0;1;8.84579;0.322632;0.2;0.9;0.181818;500;100000;0.000792775;0.00134421;0.000254945;0.000241939;2500;0.186./sim_patch_size_25_01_2024_213940_133
0;0.01;0.01;2431184092;0.5;0.01;5;5;0;0;1;9.58211;0.322632;0.2;0.9;0.181818;500;100000;0.000831247;0.000602473;0.000206563;0.000364684;2500;0.162./sim_patch_size_25_01_2024_213940_134
0;0.01;0.01;1328364438;0.5;0.01;5;5;0;0;1;10.3184;0.322632;0.2;0.9;0.181818;500;100000;0.000784883;0.00078723;0.000252843;0.00193111;2500;0.174./sim_patch_size_25_01_2024_213940_135
0;0.01;0.01;3654553155;0.5;0.01;5;5;0;0;1;11.0547;0.322632;0.2;0.9;0.181818;500;100000;0.000858593;0.000256385;0.000294587;0.000261224;2500;0.17./sim_patch_size_25_01_2024_213940_136
0;0.01;0.01;367659949;0.5;0.01;5;5;0;0;1;11.7911;0.322632;0.2;0.9;0.181818;500;100000;0.000835752;0.00138666;0.000244755;0.00217968;2500;0.152./sim_patch_size_25_01_2024_213940_137
0;0.01;0.01;2607026471;0.5;0.01;5;5;0;0;1;12.5274;0.322632;0.2;0.9;0.181818;500;100000;0.000928052;0.000551511;-9.05699e-05;0.00363269;2500;0.202./sim_patch_size_25_01_2024_213940_138
0;0.01;0.01;1530564722;0.5;0.01;5;5;0;0;1;13.2637;0.322632;0.2;0.9;0.181818;500;100000;0.000935803;0.000806002;8.04406e-05;0.0010781;2500;0.18./sim_patch_size_25_01_2024_213940_139
0;0.01;0.01;1301184485;0.5;0.01;5;5;0;0;1;14;0.322632;0.2;0.9;0.181818;500;100000;0.000956486;0.000344569;0.000229187;0.00284525;2500;0.204./sim_patch_size_25_01_2024_213940_140
0;0.01;0.01;1931442461;0.5;0.01;5;5;0;0;1;0.01;0.374737;0.2;0.9;0.181818;500;100000;-0.0017616;0.000345647;-0.000472868;0.000806666;2500;0.194./sim_patch_size_25_01_2024_213940_141
0;0.01;0.01;3687259504;0.5;0.01;5;5;0;0;1;0.746316;0.374737;0.2;0.9;0.181818;500;100000;-0.00199664;8.6459e-05;-7.64965e-05;0.000383464;2500;0.158./sim_patch_size_25_01_2024_213940_142
0;0.01;0.01;122770320;0.5;0.01;5;5;0;0;1;1.48263;0.374737;0.2;0.9;0.181818;500;100000;-0.000836002;0.00574668;0.000584749;0.00237092;2500;0.164./sim_patch_size_25_01_2024_213940_143
0;0.01;0.01;499721787;0.5;0.01;5;5;0;0;1;2.21895;0.374737;0.2;0.9;0.181818;500;100000;-0.000437048;0.00131914;0.0011169;0.000746226;2500;0.174./sim_patch_size_25_01_2024_213940_144
0;0.01;0.01;1472663212;0.5;0.01;5;5;0;0;1;2.95526;0.374737;0.2;0.9;0.181818;500;100000;-0.000613864;0.000693862;0.00105459;0.000632207;2500;0.2./sim_patch_size_25_01_2024_213940_145
0;0.01;0.01;3339764723;0.5;0.01;5;5;0;0;1;3.69158;0.374737;0.2;0.9;0.181818;500;100000;-0.000796947;0.000409874;0.000853602;0.000318017;2500;0.17./sim_patch_size_25_01_2024_213940_146
0;0.01;0.01;4019282900;0.5;0.01;5;5;0;0;1;4.42789;0.374737;0.2;0.9;0.181818;500;100000;0.000503315;0.00123298;-0.000649297;0.00121219;2500;0.176./sim_patch_size_25_01_2024_213940_147
0;0.01;0.01;3251331273;0.5;0.01;5;5;0;0;1;5.16421;0.374737;0.2;0.9;0.181818;500;100000;0.000428636;0.000765675;0.000282112;0.00118851;2500;0.168./sim_patch_size_25_01_2024_213940_148
0;0.01;0.01;2405850870;0.5;0.01;5;5;0;0;1;5.90053;0.374737;0.2;0.9;0.181818;500;100000;0.000619889;0.000311485;0.000350822;0.00049433;2500;0.176./sim_patch_size_25_01_2024_213940_149
0;0.01;0.01;2153115626;0.5;0.01;5;5;0;0;1;6.63684;0.374737;0.2;0.9;0.181818;500;100000;0.000748625;0.000909214;0.000290062;0.00128513;2500;0.19./sim_patch_size_25_01_2024_213940_150
0;0.01;0.01;2805579805;0.5;0.01;5;5;0;0;1;7.37316;0.374737;0.2;0.9;0.181818;500;100000;0.000844784;0.00178961;0.000229086;0.00126429;2500;0.196./sim_patch_size_25_01_2024_213940_151
0;0.01;0.01;4152584402;0.5;0.01;5;5;0;0;1;8.10947;0.374737;0.2;0.9;0.181818;500;100000;0.000667386;0.000540655;0.000376345;0.00123203;2500;0.176./sim_patch_size_25_01_2024_213940_152
0;0.01;0.01;636065555;0.5;0.01;5;5;0;0;1;8.84579;0.374737;0.2;0.9;0.181818;500;100000;0.0008543;0.000557749;0.000219934;0.000265131;2500;0.186./sim_patch_size_25_01_2024_213940_153
0;0.01;0.01;3615276038;0.5;0.01;5;5;0;0;1;9.58211;0.374737;0.2;0.9;0.181818;500;100000;0.000839716;0.000616921;0.000328353;0.00036812;2500;0.19./sim_patch_size_25_01_2024_213940_154
0;0.01;0.01;4215097384;0.5;0.01;5;5;0;0;1;10.3184;0.374737;0.2;0.9;0.181818;500;100000;0.000923329;0.000784185;0.000194006;0.000543754;2500;0.178./sim_patch_size_25_01_2024_213940_155
0;0.01;0.01;46334840;0.5;0.01;5;5;0;0;1;11.0547;0.374737;0.2;0.9;0.181818;500;100000;0.000949717;0.00083352;0.000293827;0.000204323;2500;0.222./sim_patch_size_25_01_2024_213940_156
0;0.01;0.01;1580018697;0.5;0.01;5;5;0;0;1;11.7911;0.374737;0.2;0.9;0.181818;500;100000;0.000890533;0.000349975;0.000327176;0.00119232;2500;0.178./sim_patch_size_25_01_2024_213940_157
0;0.01;0.01;206683101;0.5;0.01;5;5;0;0;1;12.5274;0.374737;0.2;0.9;0.181818;500;100000;0.000907491;0.000418489;0.00026561;0.00034888;2500;0.172./sim_patch_size_25_01_2024_213940_158
0;0.01;0.01;2142706601;0.5;0.01;5;5;0;0;1;13.2637;0.374737;0.2;0.9;0.181818;500;100000;0.000975552;0.000573713;0.000230233;0.000232152;2500;0.182./sim_patch_size_25_01_2024_213940_159
0;0.01;0.01;65131898;0.5;0.01;5;5;0;0;1;14;0.374737;0.2;0.9;0.181818;500;100000;0.000968352;0.00121351;0.000307191;0.000673402;2500;0.18./sim_patch_size_25_01_2024_213940_160
0;0.01;0.01;3185375218;0.5;0.01;5;5;0;0;1;0.01;0.426842;0.2;0.9;0.181818;500;100000;-0.00189774;0.00139246;-0.000256609;0.00105854;2500;0.202./sim_patch_size_25_01_2024_213940_161
0;0.01;0.01;3935911536;0.5;0.01;5;5;0;0;1;0.746316;0.426842;0.2;0.9;0.181818;500;100000;-0.00199652;6.52712e-05;-0.000353592;0.00172147;2500;0.196./sim_patch_size_25_01_2024_213940_162
0;0.01;0.01;2570770783;0.5;0.01;5;5;0;0;1;1.48263;0.426842;0.2;0.9;0.181818;500;100000;-0.00109933;0.862566;0.000679769;0.0259128;2500;0.148./sim_patch_size_25_01_2024_213940_163
0;0.01;0.01;1206651927;0.5;0.01;5;5;0;0;1;2.21895;0.426842;0.2;0.9;0.181818;500;100000;-0.000446087;0.000286073;0.00102928;0.000332004;2500;0.194./sim_patch_size_25_01_2024_213940_164
0;0.01;0.01;233260688;0.5;0.01;5;5;0;0;1;2.95526;0.426842;0.2;0.9;0.181818;500;100000;-0.000501952;0.000359403;0.0012206;0.000626417;2500;0.152./sim_patch_size_25_01_2024_213940_165
0;0.01;0.01;4279573473;0.5;0.01;5;5;0;0;1;3.69158;0.426842;0.2;0.9;0.181818;500;100000;-0.000755544;0.00120111;0.000931789;0.00142231;2500;0.164./sim_patch_size_25_01_2024_213940_166
0;0.01;0.01;1322334662;0.5;0.01;5;5;0;0;1;4.42789;0.426842;0.2;0.9;0.181818;500;100000;0.000410791;0.00049446;-0.00079552;0.00131423;2500;0.154./sim_patch_size_25_01_2024_213940_167
0;0.01;0.01;589608691;0.5;0.01;5;5;0;0;1;5.16421;0.426842;0.2;0.9;0.181818;500;100000;0.000431304;0.00119168;0.000183901;0.000572547;2500;0.142./sim_patch_size_25_01_2024_213940_168
0;0.01;0.01;1322409683;0.5;0.01;5;5;0;0;1;5.90053;0.426842;0.2;0.9;0.181818;500;100000;0.000663262;0.00193025;0.000282899;0.00271306;2500;0.16./sim_patch_size_25_01_2024_213940_169
0;0.01;0.01;3905375699;0.5;0.01;5;5;0;0;1;6.63684;0.426842;0.2;0.9;0.181818;500;100000;0.000818492;0.00105365;0.00021134;0.0013239;2500;0.218./sim_patch_size_25_01_2024_213940_170
0;0.01;0.01;408549276;0.5;0.01;5;5;0;0;1;7.37316;0.426842;0.2;0.9;0.181818;500;100000;0.000825737;0.00147344;0.00038001;0.00241516;2500;0.132./sim_patch_size_25_01_2024_213940_171
0;0.01;0.01;3019245327;0.5;0.01;5;5;0;0;1;8.10947;0.426842;0.2;0.9;0.181818;500;100000;0.000890685;0.00138694;0.000280967;0.00144779;2500;0.17./sim_patch_size_25_01_2024_213940_172
0;0.01;0.01;855170443;0.5;0.01;5;5;0;0;1;8.84579;0.426842;0.2;0.9;0.181818;500;100000;0.000924759;0.000996757;0.000342504;0.00120722;2500;0.206./sim_patch_size_25_01_2024_213940_173
0;0.01;0.01;1086740382;0.5;0.01;5;5;0;0;1;9.58211;0.426842;0.2;0.9;0.181818;500;100000;0.00100209;0.00113502;0.000176214;0.000617325;2500;0.212./sim_patch_size_25_01_2024_213940_174
0;0.01;0.01;1326290635;0.5;0.01;5;5;0;0;1;10.3184;0.426842;0.2;0.9;0.181818;500;100000;0.0010556;0.00237459;0.000282279;0.00024565;2500;0.18./sim_patch_size_25_01_2024_213940_175
0;0.01;0.01;4020290659;0.5;0.01;5;5;0;0;1;11.0547;0.426842;0.2;0.9;0.181818;500;100000;0.000893843;0.0016403;0.00023167;0.00135638;2500;0.174./sim_patch_size_25_01_2024_213940_176
0;0.01;0.01;597327929;0.5;0.01;5;5;0;0;1;11.7911;0.426842;0.2;0.9;0.181818;500;100000;0.00109811;0.000566357;7.90417e-05;0.000306093;2500;0.158./sim_patch_size_25_01_2024_213940_177
0;0.01;0.01;2190875078;0.5;0.01;5;5;0;0;1;12.5274;0.426842;0.2;0.9;0.181818;500;100000;0.00107782;0.000831252;0.000388137;0.0010669;2500;0.186./sim_patch_size_25_01_2024_213940_178
0;0.01;0.01;3529493006;0.5;0.01;5;5;0;0;1;13.2637;0.426842;0.2;0.9;0.181818;500;100000;0.00106153;0.00060662;0.000400051;0.00147267;2500;0.188./sim_patch_size_25_01_2024_213940_179
0;0.01;0.01;3453553729;0.5;0.01;5;5;0;0;1;14;0.426842;0.2;0.9;0.181818;500;100000;0.00116309;0.000194892;0.000171439;0.000527026;2500;0.18./sim_patch_size_25_01_2024_213940_180
0;0.01;0.01;2582812588;0.5;0.01;5;5;0;0;1;0.01;0.478947;0.2;0.9;0.181818;500;100000;-0.00199681;6.90754e-05;-0.000501639;0.000867152;2500;0.198./sim_patch_size_25_01_2024_213940_181
0;0.01;0.01;4135845104;0.5;0.01;5;5;0;0;1;0.746316;0.478947;0.2;0.9;0.181818;500;100000;-0.00199783;6.10317e-05;-0.000307809;0.00104578;2500;0.18./sim_patch_size_25_01_2024_213940_182
0;0.01;0.01;442482953;0.5;0.01;5;5;0;0;1;1.48263;0.478947;0.2;0.9;0.181818;500;100000;-0.0010692;0.87571;0.000728484;0.202651;2500;0.166./sim_patch_size_25_01_2024_213940_183
0;0.01;0.01;234042892;0.5;0.01;5;5;0;0;1;2.21895;0.478947;0.2;0.9;0.181818;500;100000;-0.000343514;0.00461129;0.00115337;0.000685886;2500;0.204./sim_patch_size_25_01_2024_213940_184
0;0.01;0.01;2848271987;0.5;0.01;5;5;0;0;1;2.95526;0.478947;0.2;0.9;0.181818;500;100000;-0.00057514;0.00045559;0.00123261;0.000269312;2500;0.178./sim_patch_size_25_01_2024_213940_185
0;0.01;0.01;941147863;0.5;0.01;5;5;0;0;1;3.69158;0.478947;0.2;0.9;0.181818;500;100000;-0.000659735;0.000787526;0.00103515;0.000626922;2500;0.156./sim_patch_size_25_01_2024_213940_186
0;0.01;0.01;1802800375;0.5;0.01;5;5;0;0;1;4.42789;0.478947;0.2;0.9;0.181818;500;100000;-0.000740327;0.000450773;0.000638318;0.00101888;2500;0.194./sim_patch_size_25_01_2024_213940_187
0;0.01;0.01;2569439047;0.5;0.01;5;5;0;0;1;5.16421;0.478947;0.2;0.9;0.181818;500;100000;0.000565362;0.00164301;0.000394238;0.000379824;2500;0.192./sim_patch_size_25_01_2024_213940_188
0;0.01;0.01;779359392;0.5;0.01;5;5;0;0;1;5.90053;0.478947;0.2;0.9;0.181818;500;100000;0.000643736;0.000562922;0.000385876;0.00118952;2500;0.204./sim_patch_size_25_01_2024_213940_189
0;0.01;0.01;2856733045;0.5;0.01;5;5;0;0;1;6.63684;0.478947;0.2;0.9;0.181818;500;100000;0.000862241;0.0002973;0.000261268;0.00103911;2500;0.174./sim_patch_size_25_01_2024_213940_190
0;0.01;0.01;1986109784;0.5;0.01;5;5;0;0;1;7.37316;0.478947;0.2;0.9;0.181818;500;100000;0.000959293;0.000982207;0.000324699;0.000192139;2500;0.172./sim_patch_size_25_01_2024_213940_191
0;0.01;0.01;3661660841;0.5;0.01;5;5;0;0;1;8.10947;0.478947;0.2;0.9;0.181818;500;100000;0.000998334;0.00283267;0.000358212;0.000425819;2500;0.176./sim_patch_size_25_01_2024_213940_192
0;0.01;0.01;2439252685;0.5;0.01;5;5;0;0;1;8.84579;0.478947;0.2;0.9;0.181818;500;100000;0.000980566;0.00100049;0.000263568;0.000435175;2500;0.194./sim_patch_size_25_01_2024_213940_193
0;0.01;0.01;4221177382;0.5;0.01;5;5;0;0;1;9.58211;0.478947;0.2;0.9;0.181818;500;100000;0.0010719;0.00110118;0.000469415;0.00453788;2500;0.198./sim_patch_size_25_01_2024_213940_194
0;0.01;0.01;1264470058;0.5;0.01;5;5;0;0;1;10.3184;0.478947;0.2;0.9;0.181818;500;100000;0.00115657;0.00102631;0.000211527;0.000288254;2500;0.186./sim_patch_size_25_01_2024_213940_195
0;0.01;0.01;2277205567;0.5;0.01;5;5;0;0;1;11.0547;0.478947;0.2;0.9;0.181818;500;100000;0.00107506;0.000576704;0.000436597;0.000974398;2500;0.174./sim_patch_size_25_01_2024_213940_196
0;0.01;0.01;502056331;0.5;0.01;5;5;0;0;1;11.7911;0.478947;0.2;0.9;0.181818;500;100000;0.00119785;0.00129679;0.000345813;0.00123178;2500;0.156./sim_patch_size_25_01_2024_213940_197
0;0.01;0.01;2908670462;0.5;0.01;5;5;0;0;1;12.5274;0.478947;0.2;0.9;0.181818;500;100000;0.00114333;0.00226656;0.000300558;0.00161435;2500;0.19./sim_patch_size_25_01_2024_213940_198
0;0.01;0.01;1489167816;0.5;0.01;5;5;0;0;1;13.2637;0.478947;0.2;0.9;0.181818;500;100000;0.00115156;0.000542726;0.000402953;0.00211269;2500;0.2./sim_patch_size_25_01_2024_213940_199
0;0.01;0.01;1330269497;0.5;0.01;5;5;0;0;1;14;0.478947;0.2;0.9;0.181818;500;100000;0.00105185;0.00281883;0.000355612;0.00586829;2500;0.228./sim_patch_size_25_01_2024_213940_200
0;0.01;0.01;3361573155;0.5;0.01;5;5;0;0;1;0.01;0.531053;0.2;0.9;0.181818;500;100000;-0.00199655;9.6909e-05;-0.000508282;0.00195398;2500;0.202./sim_patch_size_25_01_2024_213940_201
0;0.01;0.01;3196516389;0.5;0.01;5;5;0;0;1;0.746316;0.531053;0.2;0.9;0.181818;500;100000;-0.00199759;6.59175e-05;-2.29645e-05;0.00176265;2500;0.18./sim_patch_size_25_01_2024_213940_202
0;0.01;0.01;2729818536;0.5;0.01;5;5;0;0;1;1.48263;0.531053;0.2;0.9;0.181818;500;100000;-0.00106573;0.657162;0.0008599;0.0287626;2500;0.212./sim_patch_size_25_01_2024_213940_203
0;0.01;0.01;3312653776;0.5;0.01;5;5;0;0;1;2.21895;0.531053;0.2;0.9;0.181818;500;100000;-0.000342993;0.000247567;0.00137314;0.000396739;2500;0.18./sim_patch_size_25_01_2024_213940_204
0;0.01;0.01;4106921035;0.5;0.01;5;5;0;0;1;2.95526;0.531053;0.2;0.9;0.181818;500;100000;-0.00068593;0.000645915;0.00154548;0.000532809;2500;0.16./sim_patch_size_25_01_2024_213940_205
0;0.01;0.01;2198152836;0.5;0.01;5;5;0;0;1;3.69158;0.531053;0.2;0.9;0.181818;500;100000;-0.000913258;0.00101235;0.000983895;0.000286231;2500;0.17./sim_patch_size_25_01_2024_213940_206
0;0.01;0.01;3102491231;0.5;0.01;5;5;0;0;1;4.42789;0.531053;0.2;0.9;0.181818;500;100000;-0.00098271;0.000429448;0.000624977;0.000417103;2500;0.178./sim_patch_size_25_01_2024_213940_207
0;0.01;0.01;2038275664;0.5;0.01;5;5;0;0;1;5.16421;0.531053;0.2;0.9;0.181818;500;100000;0.000575998;0.00240495;0.000235539;0.000871573;2500;0.176./sim_patch_size_25_01_2024_213940_208
0;0.01;0.01;3538767255;0.5;0.01;5;5;0;0;1;5.90053;0.531053;0.2;0.9;0.181818;500;100000;0.000718028;0.00123803;0.000426017;0.000548512;2500;0.192./sim_patch_size_25_01_2024_213940_209
0;0.01;0.01;897787502;0.5;0.01;5;5;0;0;1;6.63684;0.531053;0.2;0.9;0.181818;500;100000;0.000991831;0.00108;0.000420318;0.0018285;2500;0.162./sim_patch_size_25_01_2024_213940_210
0;0.01;0.01;1995729606;0.5;0.01;5;5;0;0;1;7.37316;0.531053;0.2;0.9;0.181818;500;100000;0.00103793;0.000623661;0.000262256;0.00333252;2500;0.208./sim_patch_size_25_01_2024_213940_211
0;0.01;0.01;3541315814;0.5;0.01;5;5;0;0;1;8.10947;0.531053;0.2;0.9;0.181818;500;100000;0.00106376;0.000346453;0.000365688;0.000421879;2500;0.198./sim_patch_size_25_01_2024_213940_212
0;0.01;0.01;627242035;0.5;0.01;5;5;0;0;1;8.84579;0.531053;0.2;0.9;0.181818;500;100000;0.00100838;0.00205568;0.000417808;0.00154095;2500;0.158./sim_patch_size_25_01_2024_213940_213
0;0.01;0.01;3283960442;0.5;0.01;5;5;0;0;1;9.58211;0.531053;0.2;0.9;0.181818;500;100000;0.00109368;0.000927659;0.000425388;0.000677781;2500;0.19./sim_patch_size_25_01_2024_213940_214
0;0.01;0.01;2327530861;0.5;0.01;5;5;0;0;1;10.3184;0.531053;0.2;0.9;0.181818;500;100000;0.00115191;0.000764191;0.00015717;0.000488028;2500;0.166./sim_patch_size_25_01_2024_213940_215
0;0.01;0.01;4191941316;0.5;0.01;5;5;0;0;1;11.0547;0.531053;0.2;0.9;0.181818;500;100000;0.00109201;0.000758987;0.000452567;0.000624483;2500;0.182./sim_patch_size_25_01_2024_213940_216
0;0.01;0.01;621541463;0.5;0.01;5;5;0;0;1;11.7911;0.531053;0.2;0.9;0.181818;500;100000;0.0012586;0.00120104;0.000426682;0.000683599;2500;0.184./sim_patch_size_25_01_2024_213940_217
0;0.01;0.01;1200710363;0.5;0.01;5;5;0;0;1;12.5274;0.531053;0.2;0.9;0.181818;500;100000;0.00105356;0.000712438;0.000323921;0.00129413;2500;0.16./sim_patch_size_25_01_2024_213940_218
0;0.01;0.01;2381925429;0.5;0.01;5;5;0;0;1;13.2637;0.531053;0.2;0.9;0.181818;500;100000;0.00124059;0.000727667;0.000357204;0.000605195;2500;0.168./sim_patch_size_25_01_2024_213940_219
0;0.01;0.01;2644308751;0.5;0.01;5;5;0;0;1;14;0.531053;0.2;0.9;0.181818;500;100000;0.00117523;0.00082877;0.000268195;0.00177853;2500;0.166./sim_patch_size_25_01_2024_213940_220
0;0.01;0.01;2546658715;0.5;0.01;5;5;0;0;1;0.01;0.583158;0.2;0.9;0.181818;500;100000;-0.00199289;0.000229145;-0.000395629;0.00106721;2500;0.192./sim_patch_size_25_01_2024_213940_221
0;0.01;0.01;3445133643;0.5;0.01;5;5;0;0;1;0.746316;0.583158;0.2;0.9;0.181818;500;100000;-0.00199694;9.90883e-05;0.000119934;0.000703797;2500;0.178./sim_patch_size_25_01_2024_213940_222
0;0.01;0.01;3408684959;0.5;0.01;5;5;0;0;1;1.48263;0.583158;0.2;0.9;0.181818;500;100000;-0.00108514;0.697564;0.00102014;0.0907761;2500;0.206./sim_patch_size_25_01_2024_213940_223
0;0.01;0.01;377878893;0.5;0.01;5;5;0;0;1;2.21895;0.583158;0.2;0.9;0.181818;500;100000;-0.000351275;0.000262564;0.0014919;0.000249062;2500;0.17./sim_patch_size_25_01_2024_213940_224
0;0.01;0.01;676347527;0.5;0.01;5;5;0;0;1;2.95526;0.583158;0.2;0.9;0.181818;500;100000;-0.000701841;0.000371808;0.00132903;0.00203039;2500;0.174./sim_patch_size_25_01_2024_213940_225
0;0.01;0.01;3753187165;0.5;0.01;5;5;0;0;1;3.69158;0.583158;0.2;0.9;0.181818;500;100000;-0.000804735;0.000799774;0.00116684;0.00112086;2500;0.226./sim_patch_size_25_01_2024_213940_226
0;0.01;0.01;55582636;0.5;0.01;5;5;0;0;1;4.42789;0.583158;0.2;0.9;0.181818;500;100000;0.000661194;0.000836889;-0.00111919;0.00137595;2500;0.17./sim_patch_size_25_01_2024_213940_227
0;0.01;0.01;1660523757;0.5;0.01;5;5;0;0;1;5.16421;0.583158;0.2;0.9;0.181818;500;100000;0.000496791;0.00170751;0.000372184;0.00105068;2500;0.182./sim_patch_size_25_01_2024_213940_228
0;0.01;0.01;3746988034;0.5;0.01;5;5;0;0;1;5.90053;0.583158;0.2;0.9;0.181818;500;100000;0.000672365;0.000940219;0.000320893;0.00127339;2500;0.184./sim_patch_size_25_01_2024_213940_229
0;0.01;0.01;2735665321;0.5;0.01;5;5;0;0;1;6.63684;0.583158;0.2;0.9;0.181818;500;100000;0.000826238;0.00226996;0.000379834;0.000684391;2500;0.184./sim_patch_size_25_01_2024_213940_230
0;0.01;0.01;3975066285;0.5;0.01;5;5;0;0;1;7.37316;0.583158;0.2;0.9;0.181818;500;100000;0.00102336;0.00147308;0.000335203;0.00268098;2500;0.192./sim_patch_size_25_01_2024_213940_231
0;0.01;0.01;1613567923;0.5;0.01;5;5;0;0;1;8.10947;0.583158;0.2;0.9;0.181818;500;100000;0.00107915;0.00118042;0.000382213;0.000500528;2500;0.18./sim_patch_size_25_01_2024_213940_232
0;0.01;0.01;3292804725;0.5;0.01;5;5;0;0;1;8.84579;0.583158;0.2;0.9;0.181818;500;100000;0.00113892;0.0043591;0.000357233;0.000614949;2500;0.198./sim_patch_size_25_01_2024_213940_233
0;0.01;0.01;3599975242;0.5;0.01;5;5;0;0;1;9.58211;0.583158;0.2;0.9;0.181818;500;100000;0.00112788;0.000288926;0.000368384;0.000437182;2500;0.15./sim_patch_size_25_01_2024_213940_234
0;0.01;0.01;72207775;0.5;0.01;5;5;0;0;1;10.3184;0.583158;0.2;0.9;0.181818;500;100000;0.00118899;0.00193418;0.000417979;0.000657945;2500;0.184./sim_patch_size_25_01_2024_213940_235
0;0.01;0.01;1502529986;0.5;0.01;5;5;0;0;1;11.0547;0.583158;0.2;0.9;0.181818;500;100000;0.00123209;0.000761261;0.000256697;0.00150441;2500;0.15./sim_patch_size_25_01_2024_213940_236
0;0.01;0.01;3882186335;0.5;0.01;5;5;0;0;1;11.7911;0.583158;0.2;0.9;0.181818;500;100000;0.00115738;0.00114982;0.000497368;0.000483673;2500;0.166./sim_patch_size_25_01_2024_213940_237
0;0.01;0.01;3222849023;0.5;0.01;5;5;0;0;1;12.5274;0.583158;0.2;0.9;0.181818;500;100000;0.00128784;0.000552371;0.000406336;0.00109515;2500;0.182./sim_patch_size_25_01_2024_213940_238
0;0.01;0.01;1156415885;0.5;0.01;5;5;0;0;1;13.2637;0.583158;0.2;0.9;0.181818;500;100000;0.00132498;0.00181056;0.000379047;0.00161886;2500;0.194./sim_patch_size_25_01_2024_213940_239
0;0.01;0.01;2992654471;0.5;0.01;5;5;0;0;1;14;0.583158;0.2;0.9;0.181818;500;100000;0.00129014;0.00271944;0.00040065;0.00437641;2500;0.172./sim_patch_size_25_01_2024_213940_240
0;0.01;0.01;978175708;0.5;0.01;5;5;0;0;1;0.01;0.635263;0.2;0.9;0.181818;500;100000;-0.00199671;0.000155386;-0.000740824;0.00112074;2500;0.202./sim_patch_size_25_01_2024_213940_241
